,FIPS,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured,% Uninsured,# Primary Care Physicians,PCP Rate,# Dentists,Dentist Rate,# Mental Health Providers,MHP Rate,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
# Non-Hispanic White,-0.035531382,-0.178014896,-0.463526337,-0.561654475,-0.373831169,-0.335379613,-0.251346418,-0.104934762,-0.011559269,-0.226796168,-0.26333279,-0.058535413,-0.000664559,0.329221769,-0.03843337,0.177903653,0.267237495,0.380407779,0.835785513,0.844348044,0.230011667,0.838440975,0.188724326,-0.411664498,-0.515606314,-0.442183221,-0.364701831,0.909929156,-0.407789069,0.891182503,0.41182836,0.911690081,0.658904718,0.866832429,0.544330579,-0.009328421,0.034574351,-0.124296327,-0.035453182,0.557150581,0.412767785,0.372611783,0.548856458,0.643525343,0.363222865,0.549376369,0.645523503,0.859687272,-0.268143695,0.928021421,0.911489847,0.373948194,0.898608375,0.930863176,0.01558656,-0.382163509,-0.38016514,-0.105430759,-0.229232153,0.384843298,0.304923268,-0.077893989,0.880177846,0.906113924,0.018856995,0.956236153,-0.37153737,0.876787334,0.392234496,0.944446527,-0.310650519,0.782099425,0.325418247,0.548815886,-0.041519093,-0.03342699,0.207954202,-0.158720113,0.102053684,0.021610591,0.937641654,0.319757973,0.046744036,0.356227582,0.409855303,0.290399288,0.943908077,-0.124125212,-0.520790318,-0.612539074,-0.351854008,0.86720822,-0.198238892,-0.679618768,-0.525816327,-0.398616921,0.812540012,-0.170778589,-0.548051948,-0.273891626,-0.491568915,-0.269143415,-0.172898447,-0.032577862,0.833177689,0.285949109,0.954382892,0.411890187,0.768021833,-0.193652177,0.874027261,-0.262612087,0.908891493,-0.547067717,0.130395239,0.908816663,-0.506406677,0.209909103,-0.735754101,0.449766489,0.431300752,0.243891863,0.28594021,-0.245697347,0.248703246,0.459082865,-0.378105749,0.918164316,-0.367210539,0.950597828,-0.158841288,0.929313318,0.471445022,0.019497022,-0.320660458,0.891477525,0.525333703,0.915862292,-0.26143641,0.89164206,0.523585267,0.86360687,0.470254837,0.709315724,-0.335462363,1,0.162394389,0.669023691,-0.185241436,0.327368352,0.917451704,-0.454380261
# Rural,-0.029949093,-0.149175432,-0.377861003,-0.523263833,-0.307657859,-0.275741089,-0.163415972,-0.004449067,-0.005750971,-0.147580419,-0.311142277,-0.130490335,0.080030844,0.320562829,-0.066241811,0.190170872,0.090723319,0.253957467,0.806808246,0.827241005,0.189321378,0.782667721,0.148135972,-0.424021313,-0.512317627,-0.483534891,-0.369372463,0.871851719,-0.361785917,0.804264064,0.265122602,0.832507067,0.525148656,0.767998263,0.412476553,0.054804972,-0.052097561,-0.112287162,-0.01238263,0.5176182,0.283915326,0.366602301,0.4941741,0.608185284,0.36017455,0.533629501,0.603811728,0.788324306,-0.258010423,0.873349745,0.867578559,0.277126593,0.880731091,0.88820049,0.120340467,-0.268722606,-0.306873055,-0.008595089,-0.144998595,0.278394198,0.193702795,-0.007616981,0.854416514,0.866700792,0.063115896,0.872356514,-0.430031659,0.824224806,0.329866136,0.881576389,-0.308487877,0.855056436,0.37479157,0.529023841,0.04785055,0.025099358,0.197638747,-0.030614158,0.083042266,-0.060460501,0.886128781,0.43547498,0.049117577,0.303586889,0.447809656,0.285153704,0.8979412,-0.126280881,-0.444394412,-0.586513487,-0.329321541,0.631076797,-0.202152465,-0.274560117,-0.27755102,-0.101511141,0.326453188,-0.094551019,-0.222077922,-0.267487685,-0.207111437,-0.186301334,-0.075795974,0.035997614,0.770516557,0.279966633,0.915885941,0.418516774,0.727325845,-0.194698525,0.444871275,-0.254592841,0.855760521,-0.44040327,0.176185391,0.861667735,-0.496582281,0.121285062,-0.472097468,0.337256916,0.350706921,0.16390205,0.227165308,-0.135224192,0.186605078,0.458313871,-0.314757976,0.741008851,-0.226964822,0.90834633,-0.07247501,0.882622028,0.443813059,0.003496349,-0.24727453,0.847210216,0.509880145,0.847782702,-0.326643804,0.82250328,0.394177507,0.809119059,0.406969075,0.673536583,-0.328342672,0.917451704,0.143981192,0.633971434,-0.181331737,0.342785451,1,-0.242184658
% Vaccinated (Hispanic),-0.000992689,-0.17676815,-0.097744613,-0.377256914,-0.215014696,-0.236764026,-0.177034842,-0.07538123,-0.060701951,-0.043509692,-0.12638666,-0.134289004,-0.033515316,0.170176929,-0.150288905,-0.020466133,0.170137009,0.175812716,0.510913775,0.5024867,0.125347849,0.56980498,0.219803942,-0.348719339,-0.314977086,-0.350197773,-0.346204805,0.527254784,-0.347337467,0.577115274,0.248056596,0.549522376,0.416823983,0.5174089,0.359109455,-0.098402256,-0.062559215,-0.07744227,-0.191328667,0.453658301,0.193350971,0.356502296,0.40888191,0.819210418,0.499724694,1,0.788038868,0.4972072,-0.161058291,0.532124829,0.530977248,0.298775778,0.546708912,0.551966907,-0.067119943,-0.249546096,-0.270924075,-0.083864532,-0.151459154,0.281216372,0.201588395,-0.008170436,0.528922092,0.518811916,0.103455748,0.52418412,-0.334874446,0.521205866,0.221172323,0.573865722,-0.218767699,0.531645688,0.29891847,0.409418512,-0.035390613,0.059809053,0.114484656,-0.079426922,0.095481232,-0.112693743,0.5509025,0.258571282,0.133629989,0.128006632,0.192872363,0.262188711,0.590497699,-0.127578637,-0.125966988,-0.373948506,-0.208580827,0.434160069,-0.203206478,-0.427602088,-0.324557218,-0.403670043,0.423350177,-0.149187966,-0.298404857,-0.275243114,-0.421786011,-0.193067231,-0.115792501,-0.024986408,0.531078744,0.317552614,0.551618279,0.200724896,0.519903746,0.077730673,0.479468977,-0.148432061,0.498667543,-0.395526315,0.076011541,0.512926035,-0.380661841,0.087452123,-0.292310702,0.289599307,0.255522989,0.210636763,0.198090955,-0.122386933,0.238627388,0.390190279,-0.33675409,0.40865246,-0.192422971,0.558662682,-0.088513058,0.567132414,0.364234224,-0.061135578,-0.155703321,0.486282441,0.244150679,0.509490416,-0.335052042,0.520555161,0.302072593,0.491879413,0.180204584,0.449255419,-0.208239359,0.549376369,0.121343141,0.415730691,-0.166546421,0.308114011,0.533629501,-0.197336046
% Vaccinated,0.037529215,-0.136864993,-0.161635855,-0.540881943,-0.180387045,-0.305685502,-0.223116802,-0.08010917,-0.081290787,-0.096022675,-0.271355884,-0.136907006,0.011856465,0.178854625,-0.145515861,0.089504345,0.163307995,0.250314941,0.581418122,0.562511399,0.162773768,0.583480322,0.15568168,-0.395052364,-0.287875666,-0.344703072,-0.341640125,0.566371229,-0.36801185,0.591401374,0.26192917,0.607484527,0.481630596,0.56778856,0.412703479,-0.115055454,0.015854273,-0.177231267,-0.171070117,0.639337238,0.342872985,0.395766689,0.552447849,1,0.687317572,0.819210418,0.984700061,0.542953751,-0.138624481,0.58004285,0.566333819,0.310769631,0.57459844,0.592718568,-0.069512107,-0.360718014,-0.165437257,-0.043111486,-0.127047018,0.321636806,0.264082279,-0.070003188,0.560838185,0.558811225,0.08034927,0.588652543,-0.303756297,0.552778528,0.230194092,0.645964254,-0.206991007,0.586651519,0.275678801,0.429791488,-0.0666578,0.015073037,0.139856688,-0.098867763,0.046497286,-0.045481189,0.595201393,0.292513284,0.105183278,0.134531745,0.388907402,0.192730569,0.655122932,-0.135663849,-0.217239601,-0.538493662,-0.179359533,0.488255393,-0.121067788,-0.279861272,-0.29627455,-0.314565276,0.319158767,-0.058751338,-0.057999721,-0.286703026,-0.171077376,-0.240435929,-0.117515333,-0.003217387,0.576687969,0.278319313,0.616054366,0.328909118,0.498561085,-0.063216273,0.383702901,-0.071760245,0.545963375,-0.38466255,0.066456828,0.557223315,-0.386462826,0.036021412,-0.45945383,0.411465546,0.230591239,0.172776911,0.198643616,-0.215594193,0.246196556,0.443788488,-0.348626757,0.504635237,-0.180470486,0.605959363,-0.114158427,0.612596833,0.377253845,-0.028840952,-0.177447429,0.551378868,0.313763009,0.561402994,-0.264915305,0.557366256,0.317034379,0.527663602,0.233315304,0.412110441,-0.329484342,0.643525343,0.212102565,0.403963464,-0.191150185,0.263698157,0.608185284,-0.215909885
# Limited Access,0.001795477,-0.265498571,-0.452664412,-0.314185814,-0.365369458,0.038167413,0.067175892,0.077362612,0.119088555,-0.232736159,-0.111108525,0.007810349,0.169546988,0.280269999,-0.247851178,0.027972355,0.285124064,0.194008605,0.737030884,0.764012841,0.165903836,0.842345233,0.322144872,-0.089696235,-0.417945126,-0.189630037,-0.30189422,0.870977333,-0.255608365,0.832948815,0.338733697,0.862384002,0.576072481,0.85702112,0.556292349,0.032238041,0.055042499,0.012925886,-0.08629169,0.334743178,0.352856083,0.323432081,0.321930733,0.498561085,0.248865124,0.519903746,0.497484945,0.842592312,-0.435882853,0.866516537,0.875586976,0.22318974,0.87336087,0.867136173,0.143987189,-0.131042873,-0.290338981,-0.068277437,-0.113534356,0.15423986,0.048680957,0.125424045,0.877136347,0.868478311,0.200319822,0.818438866,-0.523988568,0.852586976,0.420475321,0.843965474,-0.504751713,0.598903779,0.484020862,0.545158611,0.151252029,0.025946207,0.10848965,-0.189592124,0.217007511,0.026328732,0.860031278,0.098838853,0.135715557,0.350649351,0.159604197,0.259026977,0.855485507,-0.150063048,-0.452027413,-0.349547227,-0.298510972,0.836012204,-0.356721035,-0.53372434,-0.476326531,-0.369845471,0.840689072,-0.350927553,-0.241558442,-0.184729064,-0.285190616,0.061921361,0.060792796,-0.225432902,0.791402534,0.299502444,0.855957754,0.178545611,1,0.348385553,0.820478532,-0.347980608,0.798098755,-0.692283838,0.382962752,0.848783602,-0.570238503,0.240792957,-0.562271062,0.186206467,0.339423876,0.101547054,0.197316219,0.037493174,0.309188417,0.304327235,-0.320802403,0.793052182,-0.553570734,0.856115812,-0.378349198,0.861587999,0.497664527,0.173585515,-0.482480204,0.741620629,0.340699818,0.851479015,-0.262507255,0.853352961,0.525818062,0.806836376,0.441714531,0.820218866,0.024162988,0.768021833,-0.196728126,0.777352249,0.078399349,0.172317672,0.727325845,-0.619700615
% Screened (Hispanic),0.058223881,-0.118340459,-0.125578257,-0.238711186,-0.127000117,-0.164366649,-0.065233384,0.022312355,0.006481701,-0.061431194,-0.047338457,-0.090404548,-0.031784922,0.124142252,-0.129844869,0.025593562,0.183175568,0.048742101,0.342394937,0.317280565,0.15507402,0.328617485,0.083308571,-0.254283555,-0.209209366,-0.219974894,-0.220677439,0.354453787,-0.210748998,0.35199759,0.159629028,0.35101025,0.205590163,0.34177115,0.269840367,-0.110285346,-0.050090653,-0.116587567,-0.139961664,0.633374692,0.236657875,1,0.486429224,0.395766689,0.182089855,0.356502296,0.3778043,0.381428791,-0.145776179,0.356337561,0.341493244,0.283514373,0.36442453,0.363755804,-0.064116022,-0.207813171,-0.202552231,0.075323715,-0.023785383,0.130679316,0.111629991,-0.043830448,0.345862454,0.347090798,0.018778649,0.351433904,-0.235232904,0.348370841,0.151781093,0.371503792,-0.164662479,0.321248443,0.144511437,0.266958602,-0.061037685,0.005305225,-0.010045725,-0.165251851,-0.049808062,-0.068988994,0.364286967,0.199447382,0.158929224,0.12294514,0.198071475,0.164863131,0.379314916,-0.15071541,-0.189556574,-0.247459417,-0.158150205,0.371198782,-0.212362713,-0.078814974,-0.181027979,-0.044559,0.366830848,-0.128817981,-0.171358261,0.003225493,0.135280531,-0.08758917,-0.021079835,0.071064054,0.478249103,0.229312461,0.384963249,0.18764472,0.323432081,0.014752726,0.334341859,0.063339582,0.318750467,-0.183159431,-0.009204743,0.337843635,-0.240218916,0.134248812,-0.173435713,0.202996562,0.205073993,0.050374794,0.077519056,-0.206493485,0.016639352,0.286509446,-0.220455484,0.347183627,-0.213533913,0.379895691,-0.066354036,0.404458113,0.294193138,-0.087588512,-0.040202642,0.315122555,0.141776599,0.313425928,-0.302852361,0.343180491,0.196533237,0.387628666,0.273961938,0.248916963,-0.230377843,0.372611783,0.155171118,0.229578365,-0.187054747,0.218656805,0.366602301,-0.085083227
# Injury Deaths,0.035406376,-0.20193753,-0.429831715,-0.469828062,-0.354688881,-0.222186633,-0.165140674,-0.05695493,0.059642048,-0.231977326,-0.230553072,-0.022606693,0.039178481,0.303995318,-0.167621349,0.089604092,0.266779147,0.31739661,0.872694947,0.8907089,0.225404229,0.912841506,0.270615133,-0.276584518,-0.494038607,-0.321455571,-0.327047259,0.969984285,-0.399703353,0.904261399,0.296703718,0.931007688,0.554019545,0.897984736,0.547404709,-0.051145433,0.016503904,-0.030096511,-0.094434191,0.502832365,0.393608515,0.371503792,0.461590728,0.645964254,0.324138784,0.573865722,0.626929829,0.948225154,-0.308157886,0.972666213,0.969857226,0.383691016,0.96673025,0.977825927,0.073674567,-0.34778037,-0.394579393,-0.171671752,-0.180616822,0.362933976,0.25417894,-0.003538934,0.951474939,0.968612042,0.060623836,0.951631439,-0.59089243,0.937909876,0.458180699,1,-0.355711533,0.730191949,0.392098783,0.521986905,0.052379885,0.05981119,0.143242121,-0.167651195,0.176505029,0.024865814,0.98012087,0.284893345,0.099602462,0.340684486,0.305316927,0.281797679,0.988948905,-0.158193701,-0.466750686,-0.523347108,-0.32313839,0.945901388,-0.301114202,-0.607404692,-0.407306309,-0.422701757,0.934977279,-0.207304273,-0.431168831,-0.161576355,-0.299486804,-0.177363382,-0.107561198,-0.104819782,0.89809175,0.374513895,0.979959636,0.303250984,0.843965474,0.034824206,0.954271978,-0.275775967,0.980072727,-0.587811553,0.238347926,0.959415554,-0.545616468,0.211851348,-0.676889019,0.426804674,0.412849327,0.229458976,0.31253858,-0.214821075,0.291047799,0.421692701,-0.34055725,0.968775005,-0.433083656,0.987199477,-0.308920693,0.967904853,0.465609303,0.120234183,-0.411070778,0.863217406,0.442397402,0.956755103,-0.333982868,0.933622359,0.510951467,0.896368976,0.440091608,0.798154205,-0.202969784,0.944446527,0.038043296,0.761323272,-0.096629445,0.328416958,0.881576389,-0.452662918
% Severe Housing Problems,-0.012233378,-0.168052577,-0.046676624,-0.034401083,-0.184621585,0.325047338,0.351495322,0.33077353,0.101689391,0.048567876,-0.059395361,-0.013290073,0.331946669,0.148719326,-0.046234938,-0.057616485,0.143687912,-0.137828071,0.407383796,0.442142014,0.083490809,0.454179636,0.330178635,0.111952815,-0.123500871,0.039447266,-0.201236297,0.502895135,0.064567673,0.437591811,0.200117269,0.478674269,0.313369918,0.418862687,0.288548138,0.106840993,0.067424076,0.04603435,-0.061948069,0.133757612,0.13169192,0.144511437,0.132794692,0.275678801,0.251243103,0.29891847,0.263906235,0.369996074,-0.396521456,0.458537057,0.476875985,-0.076477742,0.494521209,0.480246213,0.122530399,0.125497814,0.007776722,0.209137435,0.147966181,-0.096068502,-0.167637784,0.222595775,0.51747033,0.489441931,0.304284538,0.387253035,-0.42828476,0.464553375,0.271564822,0.392098783,-0.353689714,0.392070139,1,0.760714963,0.537581077,0.272606551,-0.052517736,-0.128973277,0.136896603,-0.084647598,0.465285933,-0.000661272,0.125791703,-0.024996908,0.044532843,0.191350454,0.45020746,-0.158811278,0.009884462,-0.052592569,-0.163170622,0.342192017,-0.251101425,-0.12170088,0.042244898,-0.133526851,0.300745822,-0.246070385,0.364935065,0.052216749,-0.049853372,0.358988545,0.357629403,-0.202846745,0.36981939,0.219035581,0.455176333,0.04016516,0.484020862,0.082977662,0.325725125,-0.132882554,0.352117782,-0.398885672,0.435382805,0.478147546,-0.283776211,0.187890617,-0.08851728,-0.044727933,0.08835064,-0.040564664,0.057349451,0.28943132,0.288326666,0.171682036,0.040051965,0.334266634,-0.332366118,0.447932901,-0.410434931,0.540656159,0.637000285,0.217582474,-0.385907029,0.360176301,0.124963477,0.460191853,-0.150656101,0.474827293,0.303593107,0.462509846,0.28989338,0.542005529,0.237480066,0.325418247,-0.361577945,0.531292576,0.276097187,0.112217123,0.37479157,-0.369527559
# Associations,-0.017302513,-0.257343182,-0.386350595,-0.477316681,-0.43124844,-0.188875945,-0.144458372,-0.067499432,0.007626971,-0.175984261,-0.222277268,-0.053610678,0.031527665,0.337539378,0.01665687,0.134147184,0.307987701,0.314008428,0.829311195,0.848458146,0.206122543,0.88674722,0.252197892,-0.27060346,-0.424195052,-0.29560604,-0.360787097,0.949097547,-0.319767631,0.931039913,0.435544196,0.949088561,0.681907238,0.903525376,0.565765622,0.006569178,0.035320186,-0.073011247,-0.079301525,0.50115102,0.411227609,0.351433904,0.51423292,0.588652543,0.323079473,0.52418412,0.59776463,0.917095118,-0.314839211,0.957735785,0.945533282,0.3299453,0.927604983,0.956409376,0.041878924,-0.316280633,-0.366647845,-0.103823328,-0.232252086,0.336301812,0.265808345,-0.065809318,0.927632113,0.946967254,0.077096639,1,-0.33172562,0.916409154,0.444428023,0.951631439,-0.412567955,0.70766894,0.387253035,0.547944033,0.069439644,-0.014829374,0.196447946,-0.099008973,0.184762388,0.069858946,0.964287342,0.1966973,0.097733172,0.293707635,0.295562163,0.322956308,0.953245208,-0.168998215,-0.411530658,-0.512192532,-0.394168957,0.888061456,-0.29463955,-0.592979564,-0.456860044,-0.4108782,0.925736431,-0.183277161,-0.306493506,-0.221702182,-0.279427962,-0.155699549,-0.108145653,-0.122026331,0.841585261,0.257398416,0.95672252,0.288498416,0.818438866,-0.140661427,0.928449229,-0.314202261,0.926538036,-0.604612633,0.215998695,0.950043507,-0.513459026,0.2601136,-0.700286695,0.384416027,0.435585121,0.214154421,0.320887226,-0.143699584,0.300679945,0.410315215,-0.364547012,0.915118546,-0.478347469,0.963058498,-0.28416172,0.944916195,0.466042122,0.162806815,-0.416391215,0.870646747,0.462891027,0.950613024,-0.230553305,0.92037502,0.540991242,0.894439494,0.495860627,0.806431676,-0.164075041,0.956236153,-0.005196321,0.75692222,-0.05252979,0.303273974,0.872356514,-0.573098953
% Excessive Drinking,-0.021510105,-0.240235792,-0.486480253,-0.257668138,-0.269581281,-0.534103587,-0.646061436,-0.679686284,-0.174312319,-0.211596081,-0.074225481,-0.014398497,-0.32805006,0.080972598,0.162160255,-0.206559553,0.140997961,1,0.289476341,0.331140374,-0.01604466,0.290047615,-0.034830091,-0.313623818,-0.315884785,-0.210596323,-0.124608978,0.26468534,-0.469446952,0.290385326,0.081067235,0.294173129,0.20152694,0.243271528,0.119866998,-0.013358352,0.116739575,-0.061601747,0.067455825,0.207460747,0.089103083,0.048742101,0.146340118,0.250314941,0.045610839,0.175812716,0.224081974,0.283495566,0.037064249,0.33515004,0.330592102,0.296407538,0.238793712,0.304879473,-0.34027062,-0.65773779,-0.317792617,-0.442376077,-0.43326197,0.686156854,0.644682994,-0.29533033,0.226821782,0.290420336,-0.376542719,0.314008428,-0.184678109,0.287943698,0.098179226,0.31739661,-0.138410016,0.138038472,-0.137828071,-0.028757646,-0.153164497,-0.143841955,0.065841857,-0.148710736,-0.077379321,0.035375965,0.310680838,0.179349346,0.091490447,0.389969079,0.068432699,0.091749135,0.308117009,-0.172068544,-0.480450731,-0.252483001,-0.213499776,0.305691652,-0.059676134,-0.506231672,-0.172040816,-0.167250064,0.15907698,-0.176443809,-0.676623377,-0.373399015,-0.395527859,-0.637778433,-0.711300247,-0.460429483,0.313220022,0.130798093,0.272378281,-0.006931719,0.194008605,-0.133606323,0.157016074,-0.191331924,0.333348879,-0.22406764,-0.125898207,0.305096729,-0.201090389,-0.071252322,-0.465201465,0.687743008,0.430471676,0.520759659,0.543340342,-0.568530571,0.02205988,0.094462664,-0.291211165,0.392166225,-0.168634276,0.277178902,-0.036080604,0.248363558,-0.057061049,0.081362144,-0.469844588,0.305212631,0.173022969,0.300017649,-0.102752537,0.302011279,0.255612231,0.29226891,0.214525855,0.223264321,-0.1816406,0.380407779,0.173495268,0.221573325,-0.128494292,-0.187163613,0.253957467,-0.219902386
# Single-Parent Households,0.036279109,-0.286448601,-0.428634187,-0.420112146,-0.419699955,-0.012695473,0.012581235,0.038242032,0.116434737,-0.199935217,-0.153902625,-0.025503861,0.150259361,0.361450422,0.023941327,0.069524156,0.304166231,0.226821782,0.84313141,0.865016106,0.207624418,0.937451862,0.315766964,-0.109859127,-0.444912359,-0.237662337,-0.326326291,0.982668892,-0.288329633,0.913400705,0.353589231,0.936867522,0.617064139,0.899700752,0.5157063,0.0943988,0.028147915,0.027840371,-0.084988778,0.395562844,0.398115183,0.345862454,0.400398099,0.560838185,0.317773962,0.528922092,0.573591824,0.968066041,-0.451250124,0.973405311,0.978583765,0.234827257,0.981828694,0.975066374,0.195784457,-0.184282293,-0.392543591,-0.034996183,-0.123739454,0.246925541,0.150341855,0.04951099,1,0.986802169,0.251221564,0.927632113,-0.556220321,0.944916169,0.458741299,0.951474939,-0.528147966,0.727944916,0.51747033,0.5863722,0.221609593,0.021288197,0.143284961,-0.112892639,0.200371457,0.032158997,0.975567988,0.198597376,0.114936965,0.334124923,0.207554453,0.310869766,0.963060724,-0.172112916,-0.449160919,-0.459691921,-0.354458128,0.929340792,-0.425323434,-0.596774194,-0.444693878,-0.442755912,0.952943728,-0.314482985,-0.376623377,-0.242364532,-0.296920821,0.006084293,0.016115668,-0.211092203,0.874222744,0.280332245,0.961494953,0.197713189,0.877136347,-0.065493887,0.914907078,-0.384085441,0.926854035,-0.696230032,0.393168252,0.969882685,-0.614328643,0.234343159,-0.651712056,0.276960717,0.472894526,0.193263176,0.311576511,0.006826604,0.313371745,0.372510832,-0.339539451,0.919164909,-0.55297517,0.969640416,-0.3318021,0.965747014,0.528043349,0.286374399,-0.538191687,0.856859352,0.423351795,0.952614732,-0.293797019,0.94649056,0.550774423,0.912425624,0.504437691,0.9081549,-0.000189665,0.880177846,-0.196059801,0.85209347,0.071436757,0.262359488,0.854416514,-0.644742719
# Unemployed,0.03852884,-0.268750502,-0.441956245,-0.461166499,-0.399322882,-0.062863152,-0.026335687,0.021993517,0.119468906,-0.216654837,-0.173493771,-0.0092629,0.131270543,0.351757146,-0.003732213,0.082521612,0.288940687,0.238793712,0.852989398,0.875651357,0.209695078,0.934160923,0.28385799,-0.17083683,-0.511395087,-0.322462765,-0.335327673,0.981138884,-0.331610111,0.914331601,0.347101236,0.93746024,0.616714031,0.897560366,0.501377119,0.085235031,0.031011899,0.026701376,-0.081438807,0.413837944,0.36375667,0.36442453,0.411623718,0.57459844,0.305297682,0.546708912,0.58364956,0.965726418,-0.436395333,0.978277593,0.981165975,0.247750467,1,0.981283889,0.239881543,-0.196602262,-0.420543066,-0.0303009,-0.135074299,0.265683018,0.147650543,0.07248813,0.981828694,0.984767252,0.162533141,0.927604983,-0.574056072,0.951984787,0.465440363,0.96673025,-0.497569429,0.763030931,0.494521209,0.580336656,0.190589235,0.019364165,0.18069307,-0.073745898,0.204964851,0.039963077,0.980647148,0.248532087,0.11051114,0.369882498,0.244468022,0.305803355,0.97664495,-0.172155957,-0.480791196,-0.503437302,-0.347316437,0.933011249,-0.408694251,-0.620967742,-0.515510204,-0.479723384,0.927704459,-0.372450334,-0.47012987,-0.35270936,-0.409824047,-0.034863314,-0.007214981,-0.178466837,0.887397841,0.291813891,0.976358806,0.238426717,0.87336087,-0.08746784,0.910729712,-0.380549683,0.94426344,-0.673954956,0.363536538,0.96505764,-0.632660997,0.209211552,-0.637713012,0.292681069,0.480267131,0.195027034,0.312743447,-0.029592535,0.291236562,0.379572211,-0.368636717,0.937612121,-0.520820017,0.982436163,-0.279428645,0.973060223,0.524480991,0.222531904,-0.495277217,0.868801498,0.438891335,0.948749659,-0.329491995,0.950221919,0.543918413,0.902345723,0.474755317,0.882212555,-0.057872897,0.898608375,-0.144501364,0.829224176,0.029905669,0.2767104,0.880731091,-0.61393262
